3,0,1,E03001,2566
11,0,1,E11001,2566
12,0,2,A12001,2566
12,0,2,A12002,2566
12,0,2,A12003,2566
12,0,2,A12004,2566
12,0,2,A12005,2566
13,0,2,A13001,2566
13,0,2,A13002,2566
13,0,2,A13003,2566
13,0,2,A13004,2566
13,0,2,A13005,2566
21,0,2,A21001,2566
21,0,2,A21002,2566
21,0,2,A21003,2566
21,0,2,A21004,2566
21,0,2,A21005,2566
22,0,2,A22001,2566
22,0,2,A22002,2566
22,0,2,A22003,2566
22,0,2,A22004,2566
22,0,2,A22005,2566
23,0,2,A23001,2566
23,0,2,A23002,2566
23,0,2,A23003,2566
23,0,2,A23004,2566
23,0,2,A23005,2566
12,0,2,E12001,2566
12,0,2,E12002,2566
12,0,2,E12003,2566
12,0,2,E12004,2566
12,0,2,E12005,2566
12,0,2,E12006,2566
12,0,2,E12007,2566
12,0,2,E12008,2566
12,0,2,E12009,2566
12,0,2,E12010,2566
12,0,2,E12011,2566
12,0,2,E12012,2566
12,0,2,E12013,2566
12,0,2,E12014,2566
12,0,2,E12015,2566
12,0,2,E12016,2566
12,0,2,E12017,2566
12,0,2,E12018,2566
13,0,2,E13001,2566
13,0,2,E13002,2566
13,0,2,E13003,2566
13,0,2,E13004,2566
13,0,2,E13005,2566
13,0,2,E13006,2566
13,0,2,E13007,2566
13,0,2,E13008,2566
13,0,2,E13009,2566
13,0,2,E13010,2566
13,0,2,E13011,2566
13,0,2,E13012,2566
13,0,2,E13013,2566
13,0,2,E13014,2566
13,0,2,E13015,2566
13,0,2,E13016,2566
13,0,2,E13017,2566
13,0,2,E13018,2566
21,0,2,E21001,2566
21,0,2,E21002,2566
21,0,2,E21003,2566
21,0,2,E21004,2566
21,0,2,E21005,2566
21,0,2,E21006,2566
21,0,2,E21007,2566
21,0,2,E21008,2566
21,0,2,E21009,2566
21,0,2,E21010,2566
21,0,2,E21011,2566
21,0,2,E21012,2566
21,0,2,E21013,2566
21,0,2,E21014,2566
21,0,2,E21015,2566
21,0,2,E21016,2566
21,0,2,E21017,2566
21,0,2,E21018,2566
22,0,2,E22001,2566
22,0,2,E22002,2566
22,0,2,E22003,2566
22,0,2,E22004,2566
22,0,2,E22005,2566
22,0,2,E22006,2566
22,0,2,E22007,2566
22,0,2,E22008,2566
22,0,2,E22009,2566
22,0,2,E22010,2566
22,0,2,E22011,2566
22,0,2,E22012,2566
22,0,2,E22013,2566
22,0,2,E22014,2566
22,0,2,E22015,2566
22,0,2,E22016,2566
22,0,2,E22017,2566
22,0,2,E22018,2566
23,0,2,E23001,2566
23,0,2,E23002,2566
23,0,2,E23003,2566
23,0,2,E23004,2566
23,0,2,E23005,2566
23,0,2,E23006,2566
23,0,2,E23007,2566
23,0,2,E23008,2566
23,0,2,E23009,2566
23,0,2,E23010,2566
23,0,2,E23011,2566
23,0,2,E23012,2566
23,0,2,E23013,2566
23,0,2,E23014,2566
23,0,2,E23015,2566
23,0,2,E23016,2566
23,0,2,E23017,2566
23,0,2,E23018,2566
31,0,2,A31001,2566
31,0,2,A31002,2566
31,0,2,A31003,2566
31,0,2,A31004,2566
31,0,2,A31005,2566
31,0,2,A31006,2566
32,0,2,A32001,2566
32,0,2,A32002,2566
32,0,2,A32003,2566
32,0,2,A32004,2566
32,0,2,A32005,2566
32,0,2,A32006,2566
33,0,2,A33001,2566
33,0,2,A33002,2566
33,0,2,A33003,2566
33,0,2,A33004,2566
33,0,2,A33005,2566
33,0,2,A33006,2566
31,0,2,E31001,2566
31,0,2,E31002,2566
31,0,2,E31003,2566
31,0,2,E31004,2566
31,0,2,E31005,2566
31,0,2,E31006,2566
31,0,2,E31007,2566
31,0,2,E31008,2566
31,0,2,E31009,2566
31,0,2,E31010,2566
31,0,2,E31011,2566
31,0,2,E31012,2566
31,0,2,E31013,2566
31,0,2,E31014,2566
31,0,2,E31015,2566
31,0,2,E31016,2566
32,0,2,E32001,2566
32,0,2,E32002,2566
32,0,2,E32003,2566
32,0,2,E32004,2566
32,0,2,E32005,2566
32,0,2,E32006,2566
32,0,2,E32007,2566
32,0,2,E32008,2566
32,0,2,E32009,2566
32,0,2,E32010,2566
32,0,2,E32011,2566
32,0,2,E32012,2566
32,0,2,E32013,2566
32,0,2,E32014,2566
32,0,2,E32015,2566
32,0,2,E32016,2566
33,0,2,E33001,2566
33,0,2,E33002,2566
33,0,2,E33003,2566
33,0,2,E33004,2566
33,0,2,E33005,2566
33,0,2,E33006,2566
33,0,2,E33007,2566
33,0,2,E33008,2566
33,0,2,E33009,2566
33,0,2,E33010,2566
33,0,2,E33011,2566
33,0,2,E33012,2566
33,0,2,E33013,2566
33,0,2,E33014,2566
33,0,2,E33015,2566
33,0,2,E33016,2566
41,0,2,P41001,2566
41,13,2,E41001,2566
41,13,2,E41002,2566
41,13,2,E41003,2566
41,13,2,E41004,2566
41,13,2,E41005,2566
41,3,2,E41006,2566
41,3,2,E41007,2566
41,3,2,E41008,2566
41,3,2,E41009,2566
41,3,2,E41010,2566
41,4,2,E41011,2566
41,4,2,E41012,2566
41,4,2,E41013,2566
41,4,2,E41014,2566
41,4,2,E41015,2566
41,11,2,E41016,2566
41,11,2,E41017,2566
41,11,2,E41018,2566
41,11,2,E41019,2566
41,11,2,E41020,2566
41,7,2,E41021,2566
41,7,2,E41022,2566
41,7,2,E41023,2566
41,7,2,E41024,2566
41,7,2,E41025,2566
41,6,2,E41026,2566
41,6,2,E41027,2566
41,6,2,E41028,2566
41,6,2,E41029,2566
41,6,2,E41030,2566
41,5,2,E41031,2566
41,5,2,E41032,2566
41,5,2,E41033,2566
41,5,2,E41034,2566
41,5,2,E41035,2566
41,0,2,E41036,2566
41,0,2,E41037,2566
41,0,2,E41038,2566
41,0,2,E41039,2566
41,0,2,E41040,2566
42,0,2,P42001,2566
42,13,2,E42001,2566
42,13,2,E42002,2566
42,13,2,E42003,2566
42,13,2,E42004,2566
42,13,2,E42005,2566
42,13,2,E42006,2566
42,3,2,E42007,2566
42,3,2,E42008,2566
42,3,2,E42009,2566
42,3,2,E42010,2566
42,3,2,E42011,2566
42,3,2,E42012,2566
42,4,2,E42013,2566
42,4,2,E42014,2566
42,4,2,E42015,2566
42,4,2,E42016,2566
42,4,2,E42017,2566
42,11,2,E42018,2566
42,11,2,E42019,2566
42,11,2,E42020,2566
42,11,2,E42021,2566
42,11,2,E42022,2566
42,7,2,E42023,2566
42,7,2,E42024,2566
42,7,2,E42025,2566
42,7,2,E42026,2566
42,7,2,E42027,2566
42,6,2,E42028,2566
42,6,2,E42029,2566
42,6,2,E42030,2566
42,6,2,E42031,2566
42,6,2,E42032,2566
42,5,2,E42033,2566
42,5,2,E42034,2566
42,5,2,E42035,2566
42,5,2,E42036,2566
42,5,2,E42037,2566
42,0,2,E42038,2566
42,0,2,E42039,2566
42,0,2,E42040,2566
42,0,2,E42041,2566
42,0,2,E42042,2566
43,0,2,P43001,2566
43,13,2,E43001,2566
43,13,2,E43002,2566
43,13,2,E43003,2566
43,13,2,E43004,2566
43,13,2,E43005,2566
43,13,2,E43006,2566
43,3,2,E43007,2566
43,3,2,E43008,2566
43,3,2,E43009,2566
43,3,2,E43010,2566
43,3,2,E43011,2566
43,3,2,E43012,2566
43,4,2,E43013,2566
43,4,2,E43014,2566
43,4,2,E43015,2566
43,4,2,E43016,2566
43,4,2,E43017,2566
43,11,2,E43018,2566
43,11,2,E43019,2566
43,11,2,E43020,2566
43,11,2,E43021,2566
43,11,2,E43022,2566
43,7,2,E43023,2566
43,7,2,E43024,2566
43,7,2,E43025,2566
43,7,2,E43026,2566
43,7,2,E43027,2566
43,6,2,E43028,2566
43,6,2,E43029,2566
43,6,2,E43030,2566
43,6,2,E43031,2566
43,6,2,E43032,2566
43,5,2,E43033,2566
43,5,2,E43034,2566
43,5,2,E43035,2566
43,5,2,E43036,2566
43,5,2,E43037,2566
43,0,2,E43038,2566
43,0,2,E43039,2566
43,0,2,E43040,2566
43,0,2,E43041,2566
43,0,2,E43042,2566
